group	AraportID	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed.S	N_acc_where_expressed.R	N_acc_where_expressed.F	N_acc_where_expressed.P
AT3SG10001964	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10001976	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001979	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001984	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001985	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10001991	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	0	2	0
AT3SG10002012	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002016	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002024	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002032	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002039	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10002043	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002060	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002061	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002072	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002084	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002085	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002102	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	8	3
AT3SG10002105	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002107	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002119	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT3SG10002120	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002124	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002141	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002146	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002150	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT3SG10002231	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10002238	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002239	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002246	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG10002252	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10002271	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	1	23	5
AT3SG10002273	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	2
AT3SG10002297	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002311	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT3SG10002317	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT3SG10002339	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	0	0	0
AT3SG10002344	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	4	0
AT3SG10002350	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002354	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002355	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	9	7
AT3SG10002357	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	4	5
AT3SG10002363	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	1
AT3SG10002364	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002365	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10002382	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002388	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002396	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	9	20	19
AT3SG10002403	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG10002407	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10002411	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002420	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002421	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002422	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002427	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002441	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT3SG10002448	NA	TRUE	FALSE	TRUE	FALSE	FALSE	24	24	24	3
AT3SG10002449	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	25	24	8
AT3SG10002455	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002475	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG10002476	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG10002493	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	0	0	0
AT3SG10002498	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002499	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002500	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002501	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002502	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002503	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002511	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002525	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002529	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT3SG10002531	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	1
AT3SG10002543	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002544	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT3SG10002545	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	4
AT3SG10002553	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002556	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	5	5
AT3SG10002565	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	26	25	7
AT3SG10002617	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	8	0
AT3SG10002631	NA	TRUE	FALSE	TRUE	FALSE	FALSE	10	10	22	10
AT3SG10002651	NA	FALSE	FALSE	FALSE	FALSE	FALSE	10	14	9	0
AT3SG10002656	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	6	4	4
AT3SG10002657	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002675	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10002740	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10002749	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	2	0
AT3SG10002759	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	0	0
AT3SG10002760	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT3SG10002761	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	4	2	0
AT3SG10002762	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	6	3	0
AT3SG10002763	NA	FALSE	FALSE	FALSE	FALSE	FALSE	10	14	9	0
AT3SG10002765	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	19	9	0
AT3SG10002767	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT3SG10002776	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	4
AT3SG10002850	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10002852	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	4
AT3SG10002883	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002902	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	2
AT3SG10002912	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	4	2
AT3SG10002913	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10002920	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	23	20
AT3SG10003005	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10003033	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	4	0
AT3SG10003034	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	6	6	0
AT3SG10003085	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10003107	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10003109	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	27	24	1
AT3SG10003149	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10003191	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	0	15	0
AT3SG10003203	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10003211	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	2	0
AT3SG10003315	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10003338	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10003346	NA	TRUE	FALSE	TRUE	FALSE	FALSE	8	8	7	1
AT3SG10003348	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10003349	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	2	0
AT3SG10003352	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10003431	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10003432	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10003433	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10003434	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10003456	NA	FALSE	FALSE	FALSE	FALSE	TRUE	25	25	23	4
AT3SG20000029	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	10	2
AT3SG20000045	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	4	21	24
AT3SG20000072	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000073	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG20000096	NA	TRUE	FALSE	TRUE	FALSE	FALSE	11	13	25	23
AT3SG20000169	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000170	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20000171	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000172	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000190	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	7
AT3SG20000205	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT3SG20000242	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	1	13	0
AT3SG20000267	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	18	19	0
AT3SG20000337	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20000344	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000345	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000347	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	3	1
AT3SG20000350	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20000351	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT3SG20000371	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	11	1
AT3SG20000373	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	2	4	0
AT3SG20000390	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT3SG20000407	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	5	6
AT3SG20000546	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000553	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT3SG20000554	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20000555	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000556	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	3	0
AT3SG20000557	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT3SG20000558	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT3SG20000560	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20000561	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	3	0
AT3SG20000562	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000582	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	12	0
AT3SG20000614	NA	TRUE	FALSE	TRUE	FALSE	FALSE	7	7	23	10
AT3SG20000636	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	8	8	0
AT3SG20000723	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000739	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	2	2	0
AT3SG20000770	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	8	6	7
AT3SG20000783	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20000818	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000826	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	0	25	25
AT3SG20000871	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20000916	NA	TRUE	FALSE	TRUE	FALSE	FALSE	6	2	24	3
AT3SG20000947	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT3SG20000948	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT3SG20001005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	2	0
AT3SG20001018	NA	FALSE	FALSE	FALSE	FALSE	TRUE	13	13	11	6
AT3SG20001023	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	24	24	11
AT3SG20001026	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	1
AT3SG20001052	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	5	5	2
AT3SG20001064	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG20001082	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	26	25	0
AT3SG20001109	NA	FALSE	FALSE	FALSE	FALSE	FALSE	11	4	0	0
AT3SG20001151	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	3
AT3SG20001186	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001187	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001193	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001195	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001199	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG20001221	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001248	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT3SG20001253	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	9	0
AT3SG20001277	NA	TRUE	FALSE	TRUE	FALSE	FALSE	4	4	0	0
AT3SG20001279	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT3SG20001280	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	0
AT3SG20001281	NA	FALSE	FALSE	FALSE	FALSE	FALSE	12	4	0	0
AT3SG20001282	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	4	0
AT3SG20001283	NA	FALSE	FALSE	FALSE	FALSE	FALSE	13	1	0	0
AT3SG20001286	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG20001288	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	2	0
AT3SG20001289	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001301	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20001305	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG20001348	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001395	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001396	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001397	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001420	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	0	5	2
AT3SG20001427	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	2
AT3SG20001432	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001436	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	4	2	2
AT3SG20001458	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	18	20	0
AT3SG20001473	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	2	0	0
AT3SG20001522	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	8	5
AT3SG20001541	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	2	0
AT3SG20001560	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001564	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG20001565	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG20001566	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001581	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	3	21
AT3SG20001590	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG20001593	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	22	25	7
AT3SG20001599	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001603	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001604	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG20001605	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG20001606	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001612	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	0	0	2
AT3SG20001622	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001633	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	1
AT3SG20001634	NA	FALSE	FALSE	TRUE	FALSE	FALSE	15	0	0	0
AT3SG20001640	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001641	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20001642	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001643	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001644	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001654	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG20001662	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	4	0
AT3SG20001666	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001676	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	9	0
AT3SG20001677	NA	FALSE	FALSE	FALSE	FALSE	TRUE	15	15	16	2
AT3SG20001692	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG20001719	NA	TRUE	FALSE	TRUE	FALSE	FALSE	16	12	18	5
AT3SG20001732	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT3SG20001735	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001745	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001746	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	1
AT3SG20001758	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001759	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	2
AT3SG20001767	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001768	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001777	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG20001786	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001789	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001791	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001792	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001793	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001803	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	2	0
AT3SG20001809	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG20001819	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001820	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	4	4	2
AT3SG20001821	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	4	3	1
AT3SG20001831	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	0
AT3SG20001839	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	6	7	1
AT3SG20001840	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001841	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001844	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	0
AT3SG20001846	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG20001856	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001878	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001881	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT3SG20001889	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG20001892	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001894	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20001897	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001910	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG20001916	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20001924	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	1	0
AT3SG20001926	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001930	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20001944	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20001975	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	0
AT3SG20001976	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT3SG20001986	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG20001987	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002006	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG20002014	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002015	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20002018	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002028	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT3SG20002032	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	2	1
AT3SG20002041	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20002079	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002081	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002083	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002084	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20002092	NA	FALSE	FALSE	TRUE	FALSE	FALSE	7	6	7	7
AT3SG20002128	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002138	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20002154	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	1	1	0
AT3SG20002171	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG20002176	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	17	3	0
AT3SG20002192	NA	FALSE	FALSE	TRUE	FALSE	FALSE	4	2	2	0
AT3SG20002212	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20002234	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20002235	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG20002243	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002244	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002245	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002246	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002249	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	3	0
AT3SG20002256	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT3SG20002277	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG20002280	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG20002282	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
